patch_id,class_label,rgb_path,ms_path,split
AnnualCrop_1052,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1052.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1052.tif,train
AnnualCrop_1053,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1053.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1053.tif,train
AnnualCrop_1054,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1054.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1054.tif,train
AnnualCrop_1055,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1055.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1055.tif,train
AnnualCrop_1056,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1056.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1056.tif,test
AnnualCrop_1057,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1057.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1057.tif,train
AnnualCrop_1058,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1058.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1058.tif,train
AnnualCrop_1059,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1059.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1059.tif,train
AnnualCrop_106,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_106.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_106.tif,train
AnnualCrop_1060,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1060.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1060.tif,train
AnnualCrop_1061,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1061.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1061.tif,train
AnnualCrop_1062,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1062.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1062.tif,train
AnnualCrop_1063,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1063.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1063.tif,train
AnnualCrop_1064,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1064.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1064.tif,train
AnnualCrop_1065,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1065.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1065.tif,train
AnnualCrop_1066,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1066.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1066.tif,test
AnnualCrop_1067,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1067.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1067.tif,train
AnnualCrop_1068,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1068.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1068.tif,train
AnnualCrop_1069,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1069.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1069.tif,train
AnnualCrop_107,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_107.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_107.tif,train
AnnualCrop_1070,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1070.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1070.tif,train
AnnualCrop_1071,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1071.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1071.tif,train
AnnualCrop_1072,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1072.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1072.tif,train
AnnualCrop_1073,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1073.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1073.tif,train
AnnualCrop_1074,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1074.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1074.tif,train
AnnualCrop_1075,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1075.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1075.tif,train
AnnualCrop_1076,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1076.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1076.tif,train
AnnualCrop_1077,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1077.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1077.tif,train
AnnualCrop_1078,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1078.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1078.tif,train
AnnualCrop_1079,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1079.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1079.tif,test
AnnualCrop_108,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_108.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_108.tif,test
AnnualCrop_1080,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1080.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1080.tif,train
AnnualCrop_1081,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1081.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1081.tif,train
AnnualCrop_1082,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1082.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1082.tif,train
AnnualCrop_1083,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1083.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1083.tif,train
AnnualCrop_1084,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1084.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1084.tif,test
AnnualCrop_1085,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1085.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1085.tif,train
AnnualCrop_1086,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1086.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1086.tif,train
AnnualCrop_1087,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1087.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1087.tif,test
AnnualCrop_1088,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1088.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1088.tif,train
AnnualCrop_1089,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1089.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1089.tif,train
AnnualCrop_109,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_109.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_109.tif,train
AnnualCrop_1090,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1090.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1090.tif,train
AnnualCrop_1091,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1091.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1091.tif,test
AnnualCrop_1092,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1092.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1092.tif,train
AnnualCrop_1093,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1093.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1093.tif,train
AnnualCrop_1094,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1094.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1094.tif,train
AnnualCrop_1095,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1095.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1095.tif,train
AnnualCrop_1096,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1096.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1096.tif,train
AnnualCrop_1097,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1097.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1097.tif,train
AnnualCrop_1098,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1098.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1098.tif,train
AnnualCrop_1099,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1099.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1099.tif,train
AnnualCrop_11,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_11.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_11.tif,train
AnnualCrop_110,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_110.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_110.tif,train
AnnualCrop_1100,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1100.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1100.tif,test
AnnualCrop_1101,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1101.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1101.tif,train
AnnualCrop_1102,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1102.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1102.tif,test
AnnualCrop_1103,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1103.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1103.tif,train
AnnualCrop_1104,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1104.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1104.tif,train
AnnualCrop_1105,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1105.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1105.tif,test
AnnualCrop_1106,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1106.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1106.tif,train
AnnualCrop_1107,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1107.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1107.tif,train
AnnualCrop_1108,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1108.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1108.tif,test
AnnualCrop_1109,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1109.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1109.tif,train
AnnualCrop_111,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_111.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_111.tif,train
AnnualCrop_1110,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1110.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1110.tif,train
AnnualCrop_1111,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1111.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1111.tif,train
AnnualCrop_1112,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1112.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1112.tif,test
AnnualCrop_1113,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1113.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1113.tif,train
AnnualCrop_1114,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1114.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1114.tif,train
AnnualCrop_1115,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1115.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1115.tif,test
AnnualCrop_1116,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1116.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1116.tif,train
AnnualCrop_1117,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1117.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1117.tif,train
AnnualCrop_1118,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1118.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1118.tif,test
AnnualCrop_1119,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1119.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1119.tif,train
AnnualCrop_112,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_112.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_112.tif,train
AnnualCrop_1120,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1120.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1120.tif,train
AnnualCrop_1121,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1121.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1121.tif,train
AnnualCrop_1122,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1122.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1122.tif,train
AnnualCrop_1123,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1123.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1123.tif,train
AnnualCrop_1124,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1124.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1124.tif,train
AnnualCrop_1125,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1125.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1125.tif,train
AnnualCrop_1126,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1126.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1126.tif,train
AnnualCrop_1127,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1127.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1127.tif,test
AnnualCrop_1128,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1128.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1128.tif,train
AnnualCrop_1129,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_1129.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_1129.tif,train
AnnualCrop_113,AnnualCrop,datasets/EuroSAT_RGB/AnnualCrop/AnnualCrop_113.jpg,datasets/EuroSAT_MS/AnnualCrop/AnnualCrop_113.tif,test
